#    n         h                k                l
  3979  -0.62104041E+01  -0.67429838E-03   0.47476456E-03
  3980  -0.62104045E+01  -0.67412908E-03   0.47464528E-03
  3981  -0.62104049E+01  -0.67395988E-03   0.47452606E-03
  3982  -0.62104053E+01  -0.67379075E-03   0.47440690E-03
  3983  -0.62104057E+01  -0.67362172E-03   0.47428780E-03
  3984  -0.62104061E+01  -0.67345276E-03   0.47416876E-03
  3985  -0.62104065E+01  -0.67328389E-03   0.47404978E-03
  3986  -0.62104069E+01  -0.67311511E-03   0.47393085E-03
  3987  -0.62104073E+01  -0.67294641E-03   0.47381199E-03
  3988  -0.62104077E+01  -0.67277780E-03   0.47369319E-03
  3989  -0.62104081E+01  -0.67260927E-03   0.47357444E-03
  3990  -0.62104085E+01  -0.67244082E-03   0.47345576E-03
  3991  -0.62104089E+01  -0.67227246E-03   0.47333714E-03
  3992  -0.62104093E+01  -0.67210418E-03   0.47321857E-03
  3993  -0.62104097E+01  -0.67193599E-03   0.47310007E-03
  3994  -0.62104101E+01  -0.67176788E-03   0.47298162E-03
  3995  -0.62104105E+01  -0.67159986E-03   0.47286323E-03
  3996  -0.62104109E+01  -0.67143192E-03   0.47274490E-03
  3997  -0.62104113E+01  -0.67126406E-03   0.47262664E-03
  3998  -0.62104117E+01  -0.67109629E-03   0.47250843E-03
  3999  -0.62104121E+01  -0.67092860E-03   0.47239028E-03
  4000  -0.62104125E+01  -0.67076100E-03   0.47227218E-03
  4001  -0.62104129E+01  -0.67059347E-03   0.47215415E-03
  4002  -0.62104133E+01  -0.67042604E-03   0.47203618E-03
  4003  -0.62104137E+01  -0.67025868E-03   0.47191826E-03
  4004  -0.62104141E+01  -0.67009141E-03   0.47180041E-03
  4005  -0.62104144E+01  -0.66992423E-03   0.47168261E-03
  4006  -0.62104148E+01  -0.66975712E-03   0.47156487E-03
  4007  -0.62104152E+01  -0.66959010E-03   0.47144720E-03
  4008  -0.62104156E+01  -0.66942317E-03   0.47132958E-03
  4009  -0.62104160E+01  -0.66925631E-03   0.47121201E-03
  4010  -0.62104164E+01  -0.66908954E-03   0.47109451E-03
  4011  -0.62104168E+01  -0.66892285E-03   0.47097707E-03
  4012  -0.62104172E+01  -0.66875625E-03   0.47085968E-03
  4013  -0.62104176E+01  -0.66858973E-03   0.47074235E-03
  4014  -0.62104180E+01  -0.66842329E-03   0.47062508E-03
  4015  -0.62104184E+01  -0.66825693E-03   0.47050787E-03
  4016  -0.62104188E+01  -0.66809066E-03   0.47039072E-03
  4017  -0.62104192E+01  -0.66792447E-03   0.47027363E-03
  4018  -0.62104195E+01  -0.66775836E-03   0.47015659E-03
  4019  -0.62104199E+01  -0.66759234E-03   0.47003961E-03
  4020  -0.62104203E+01  -0.66742639E-03   0.46992269E-03
  4021  -0.62104207E+01  -0.66726053E-03   0.46980583E-03
  4022  -0.62104211E+01  -0.66709476E-03   0.46968903E-03
  4023  -0.62104215E+01  -0.66692906E-03   0.46957229E-03
  4024  -0.62104219E+01  -0.66676345E-03   0.46945560E-03
  4025  -0.62104223E+01  -0.66659792E-03   0.46933897E-03
  4026  -0.62104227E+01  -0.66643247E-03   0.46922240E-03
  4027  -0.62104231E+01  -0.66626710E-03   0.46910589E-03
  4028  -0.62104234E+01  -0.66610182E-03   0.46898943E-03
  4029  -0.62104238E+01  -0.66593662E-03   0.46887303E-03
  4030  -0.62104242E+01  -0.66577150E-03   0.46875669E-03
  4031  -0.62104246E+01  -0.66560646E-03   0.46864041E-03
  4032  -0.62104250E+01  -0.66544150E-03   0.46852419E-03
  4033  -0.62104254E+01  -0.66527662E-03   0.46840802E-03
  4034  -0.62104258E+01  -0.66511183E-03   0.46829191E-03
  4035  -0.62104262E+01  -0.66494712E-03   0.46817586E-03
  4036  -0.62104265E+01  -0.66478249E-03   0.46805986E-03
  4037  -0.62104269E+01  -0.66461794E-03   0.46794393E-03
  4038  -0.62104273E+01  -0.66445347E-03   0.46782805E-03
  4039  -0.62104277E+01  -0.66428909E-03   0.46771223E-03
  4040  -0.62104281E+01  -0.66412478E-03   0.46759646E-03
  4041  -0.62104285E+01  -0.66396056E-03   0.46748075E-03
  4042  -0.62104289E+01  -0.66379642E-03   0.46736510E-03
  4043  -0.62104293E+01  -0.66363236E-03   0.46724951E-03
  4044  -0.62104296E+01  -0.66346838E-03   0.46713398E-03
  4045  -0.62104300E+01  -0.66330448E-03   0.46701850E-03
  4046  -0.62104304E+01  -0.66314066E-03   0.46690308E-03
  4047  -0.62104308E+01  -0.66297692E-03   0.46678771E-03
  4048  -0.62104312E+01  -0.66281326E-03   0.46667240E-03
  4049  -0.62104316E+01  -0.66264969E-03   0.46655715E-03
  4050  -0.62104319E+01  -0.66248619E-03   0.46644196E-03
  4051  -0.62104323E+01  -0.66232278E-03   0.46632682E-03
  4052  -0.62104327E+01  -0.66215945E-03   0.46621174E-03
  4053  -0.62104331E+01  -0.66199619E-03   0.46609672E-03
  4054  -0.62104335E+01  -0.66183302E-03   0.46598175E-03
  4055  -0.62104339E+01  -0.66166993E-03   0.46586684E-03
  4056  -0.62104342E+01  -0.66150692E-03   0.46575199E-03
  4057  -0.62104346E+01  -0.66134399E-03   0.46563719E-03
  4058  -0.62104350E+01  -0.66118113E-03   0.46552245E-03
  4059  -0.62104354E+01  -0.66101836E-03   0.46540777E-03
  4060  -0.62104358E+01  -0.66085567E-03   0.46529314E-03
  4061  -0.62104361E+01  -0.66069306E-03   0.46517857E-03
  4062  -0.62104365E+01  -0.66053053E-03   0.46506406E-03
  4063  -0.62104369E+01  -0.66036808E-03   0.46494960E-03
  4064  -0.62104373E+01  -0.66020571E-03   0.46483520E-03
  4065  -0.62104377E+01  -0.66004342E-03   0.46472086E-03
  4066  -0.62104381E+01  -0.65988121E-03   0.46460657E-03
  4067  -0.62104384E+01  -0.65971907E-03   0.46449233E-03
  4068  -0.62104388E+01  -0.65955702E-03   0.46437816E-03
  4069  -0.62104392E+01  -0.65939505E-03   0.46426404E-03
  4070  -0.62104396E+01  -0.65923316E-03   0.46414997E-03
  4071  -0.62104400E+01  -0.65907134E-03   0.46403596E-03
  4072  -0.62104403E+01  -0.65890961E-03   0.46392201E-03
  4073  -0.62104407E+01  -0.65874795E-03   0.46380812E-03
  4074  -0.62104411E+01  -0.65858638E-03   0.46369428E-03
  4075  -0.62104415E+01  -0.65842488E-03   0.46358049E-03
  4076  -0.62104418E+01  -0.65826346E-03   0.46346676E-03
  4077  -0.62104422E+01  -0.65810213E-03   0.46335309E-03
  4078  -0.62104426E+01  -0.65794087E-03   0.46323947E-03
  4079  -0.62104430E+01  -0.65777969E-03   0.46312591E-03
  4080  -0.62104434E+01  -0.65761859E-03   0.46301240E-03
  4081  -0.62104437E+01  -0.65745756E-03   0.46289895E-03
  4082  -0.62104441E+01  -0.65729662E-03   0.46278556E-03
  4083  -0.62104445E+01  -0.65713576E-03   0.46267222E-03
  4084  -0.62104449E+01  -0.65697497E-03   0.46255894E-03
  4085  -0.62104452E+01  -0.65681426E-03   0.46244571E-03
  4086  -0.62104456E+01  -0.65665363E-03   0.46233254E-03
  4087  -0.62104460E+01  -0.65649308E-03   0.46221942E-03
  4088  -0.62104464E+01  -0.65633261E-03   0.46210636E-03
  4089  -0.62104467E+01  -0.65617222E-03   0.46199335E-03
  4090  -0.62104471E+01  -0.65601191E-03   0.46188040E-03
  4091  -0.62104475E+01  -0.65585167E-03   0.46176750E-03
  4092  -0.62104479E+01  -0.65569151E-03   0.46165466E-03
  4093  -0.62104482E+01  -0.65553143E-03   0.46154187E-03
  4094  -0.62104486E+01  -0.65537143E-03   0.46142914E-03
  4095  -0.62104490E+01  -0.65521151E-03   0.46131647E-03
  4096  -0.62104494E+01  -0.65505166E-03   0.46120385E-03
  4097  -0.62104497E+01  -0.65489189E-03   0.46109128E-03
  4098  -0.62104501E+01  -0.65473220E-03   0.46097877E-03
  4099  -0.62104505E+01  -0.65457259E-03   0.46086631E-03
  4100  -0.62104509E+01  -0.65441306E-03   0.46075391E-03
  4101  -0.62104512E+01  -0.65425360E-03   0.46064157E-03
  4102  -0.62104516E+01  -0.65409422E-03   0.46052927E-03
  4103  -0.62104520E+01  -0.65393492E-03   0.46041704E-03
  4104  -0.62104523E+01  -0.65377570E-03   0.46030485E-03
  4105  -0.62104527E+01  -0.65361655E-03   0.46019273E-03
  4106  -0.62104531E+01  -0.65345748E-03   0.46008065E-03
  4107  -0.62104535E+01  -0.65329849E-03   0.45996863E-03
  4108  -0.62104538E+01  -0.65313958E-03   0.45985667E-03
  4109  -0.62104542E+01  -0.65298074E-03   0.45974476E-03
  4110  -0.62104546E+01  -0.65282198E-03   0.45963291E-03
  4111  -0.62104549E+01  -0.65266330E-03   0.45952111E-03
  4112  -0.62104553E+01  -0.65250469E-03   0.45940936E-03
  4113  -0.62104557E+01  -0.65234617E-03   0.45929767E-03
  4114  -0.62104561E+01  -0.65218772E-03   0.45918603E-03
  4115  -0.62104564E+01  -0.65202934E-03   0.45907445E-03
  4116  -0.62104568E+01  -0.65187104E-03   0.45896292E-03
  4117  -0.62104572E+01  -0.65171282E-03   0.45885144E-03
  4118  -0.62104575E+01  -0.65155468E-03   0.45874002E-03
  4119  -0.62104579E+01  -0.65139661E-03   0.45862866E-03
  4120  -0.62104583E+01  -0.65123862E-03   0.45851734E-03
  4121  -0.62104586E+01  -0.65108071E-03   0.45840608E-03
  4122  -0.62104590E+01  -0.65092287E-03   0.45829488E-03
  4123  -0.62104594E+01  -0.65076511E-03   0.45818373E-03
  4124  -0.62104597E+01  -0.65060743E-03   0.45807263E-03
  4125  -0.62104601E+01  -0.65044982E-03   0.45796159E-03
  4126  -0.62104605E+01  -0.65029229E-03   0.45785060E-03
  4127  -0.62104608E+01  -0.65013484E-03   0.45773966E-03
  4128  -0.62104612E+01  -0.64997746E-03   0.45762878E-03
  4129  -0.62104616E+01  -0.64982015E-03   0.45751795E-03
  4130  -0.62104620E+01  -0.64966293E-03   0.45740718E-03
  4131  -0.62104623E+01  -0.64950578E-03   0.45729646E-03
  4132  -0.62104627E+01  -0.64934870E-03   0.45718579E-03
  4133  -0.62104631E+01  -0.64919171E-03   0.45707518E-03
  4134  -0.62104634E+01  -0.64903478E-03   0.45696462E-03
  4135  -0.62104638E+01  -0.64887794E-03   0.45685411E-03
  4136  -0.62104641E+01  -0.64872117E-03   0.45674366E-03
  4137  -0.62104645E+01  -0.64856447E-03   0.45663326E-03
  4138  -0.62104649E+01  -0.64840785E-03   0.45652291E-03
  4139  -0.62104652E+01  -0.64825131E-03   0.45641262E-03
  4140  -0.62104656E+01  -0.64809484E-03   0.45630238E-03
  4141  -0.62104660E+01  -0.64793845E-03   0.45619219E-03
  4142  -0.62104663E+01  -0.64778213E-03   0.45608206E-03
  4143  -0.62104667E+01  -0.64762589E-03   0.45597198E-03
  4144  -0.62104671E+01  -0.64746972E-03   0.45586195E-03
  4145  -0.62104674E+01  -0.64731363E-03   0.45575198E-03
  4146  -0.62104678E+01  -0.64715761E-03   0.45564206E-03
  4147  -0.62104682E+01  -0.64700167E-03   0.45553219E-03
  4148  -0.62104685E+01  -0.64684581E-03   0.45542238E-03
  4149  -0.62104689E+01  -0.64669002E-03   0.45531261E-03
  4150  -0.62104692E+01  -0.64653430E-03   0.45520290E-03
  4151  -0.62104696E+01  -0.64637866E-03   0.45509325E-03
  4152  -0.62104700E+01  -0.64622309E-03   0.45498364E-03
  4153  -0.62104703E+01  -0.64606760E-03   0.45487409E-03
  4154  -0.62104707E+01  -0.64591219E-03   0.45476460E-03
  4155  -0.62104711E+01  -0.64575685E-03   0.45465515E-03
  4156  -0.62104714E+01  -0.64560158E-03   0.45454576E-03
  4157  -0.62104718E+01  -0.64544639E-03   0.45443642E-03
  4158  -0.62104721E+01  -0.64529127E-03   0.45432713E-03
  4159  -0.62104725E+01  -0.64513623E-03   0.45421790E-03
  4160  -0.62104729E+01  -0.64498126E-03   0.45410871E-03
  4161  -0.62104732E+01  -0.64482636E-03   0.45399958E-03
  4162  -0.62104736E+01  -0.64467155E-03   0.45389051E-03
  4163  -0.62104739E+01  -0.64451680E-03   0.45378148E-03
  4164  -0.62104743E+01  -0.64436213E-03   0.45367251E-03
  4165  -0.62104747E+01  -0.64420753E-03   0.45356359E-03
  4166  -0.62104750E+01  -0.64405301E-03   0.45345472E-03
  4167  -0.62104754E+01  -0.64389856E-03   0.45334590E-03
  4168  -0.62104757E+01  -0.64374419E-03   0.45323714E-03
  4169  -0.62104761E+01  -0.64358989E-03   0.45312843E-03
  4170  -0.62104765E+01  -0.64343566E-03   0.45301977E-03
  4171  -0.62104768E+01  -0.64328151E-03   0.45291116E-03
  4172  -0.62104772E+01  -0.64312743E-03   0.45280261E-03
  4173  -0.62104775E+01  -0.64297342E-03   0.45269410E-03
  4174  -0.62104779E+01  -0.64281949E-03   0.45258565E-03
  4175  -0.62104783E+01  -0.64266564E-03   0.45247725E-03
  4176  -0.62104786E+01  -0.64251185E-03   0.45236891E-03
  4177  -0.62104790E+01  -0.64235814E-03   0.45226061E-03
  4178  -0.62104793E+01  -0.64220450E-03   0.45215237E-03
  4179  -0.62104797E+01  -0.64205094E-03   0.45204417E-03
  4180  -0.62104800E+01  -0.64189745E-03   0.45193603E-03
  4181  -0.62104804E+01  -0.64174403E-03   0.45182795E-03
  4182  -0.62104808E+01  -0.64159069E-03   0.45171991E-03
  4183  -0.62104811E+01  -0.64143742E-03   0.45161192E-03
  4184  -0.62104815E+01  -0.64128422E-03   0.45150399E-03
  4185  -0.62104818E+01  -0.64113110E-03   0.45139611E-03
  4186  -0.62104822E+01  -0.64097805E-03   0.45128828E-03
  4187  -0.62104825E+01  -0.64082507E-03   0.45118050E-03
  4188  -0.62104829E+01  -0.64067217E-03   0.45107277E-03
  4189  -0.62104833E+01  -0.64051934E-03   0.45096510E-03
  4190  -0.62104836E+01  -0.64036658E-03   0.45085747E-03
  4191  -0.62104840E+01  -0.64021389E-03   0.45074990E-03
  4192  -0.62104843E+01  -0.64006128E-03   0.45064238E-03
  4193  -0.62104847E+01  -0.63990874E-03   0.45053491E-03
  4194  -0.62104850E+01  -0.63975627E-03   0.45042749E-03
  4195  -0.62104854E+01  -0.63960388E-03   0.45032012E-03
  4196  -0.62104857E+01  -0.63945156E-03   0.45021280E-03
  4197  -0.62104861E+01  -0.63929931E-03   0.45010554E-03
  4198  -0.62104864E+01  -0.63914713E-03   0.44999832E-03
  4199  -0.62104868E+01  -0.63899502E-03   0.44989116E-03
  4200  -0.62104872E+01  -0.63884299E-03   0.44978405E-03
  4201  -0.62104875E+01  -0.63869103E-03   0.44967698E-03
  4202  -0.62104879E+01  -0.63853914E-03   0.44956997E-03
  4203  -0.62104882E+01  -0.63838733E-03   0.44946301E-03
  4204  -0.62104886E+01  -0.63823558E-03   0.44935611E-03
  4205  -0.62104889E+01  -0.63808391E-03   0.44924925E-03
  4206  -0.62104893E+01  -0.63793231E-03   0.44914244E-03
  4207  -0.62104896E+01  -0.63778079E-03   0.44903568E-03
  4208  -0.62104900E+01  -0.63762933E-03   0.44892898E-03
  4209  -0.62104903E+01  -0.63747795E-03   0.44882232E-03
  4210  -0.62104907E+01  -0.63732664E-03   0.44871572E-03
  4211  -0.62104910E+01  -0.63717540E-03   0.44860916E-03
  4212  -0.62104914E+01  -0.63702423E-03   0.44850266E-03
  4213  -0.62104917E+01  -0.63687313E-03   0.44839621E-03
  4214  -0.62104921E+01  -0.63672211E-03   0.44828981E-03
  4215  -0.62104924E+01  -0.63657115E-03   0.44818346E-03
  4216  -0.62104928E+01  -0.63642027E-03   0.44807715E-03
  4217  -0.62104931E+01  -0.63626946E-03   0.44797090E-03
  4218  -0.62104935E+01  -0.63611872E-03   0.44786470E-03
  4219  -0.62104938E+01  -0.63596806E-03   0.44775855E-03
  4220  -0.62104942E+01  -0.63581746E-03   0.44765245E-03
  4221  -0.62104945E+01  -0.63566694E-03   0.44754640E-03
  4222  -0.62104949E+01  -0.63551648E-03   0.44744040E-03
  4223  -0.62104952E+01  -0.63536610E-03   0.44733446E-03
  4224  -0.62104956E+01  -0.63521579E-03   0.44722856E-03
  4225  -0.62104959E+01  -0.63506555E-03   0.44712271E-03
  4226  -0.62104963E+01  -0.63491538E-03   0.44701691E-03
  4227  -0.62104966E+01  -0.63476529E-03   0.44691116E-03
  4228  -0.62104970E+01  -0.63461526E-03   0.44680546E-03
  4229  -0.62104973E+01  -0.63446530E-03   0.44669981E-03
  4230  -0.62104977E+01  -0.63431542E-03   0.44659422E-03
  4231  -0.62104980E+01  -0.63416560E-03   0.44648867E-03
  4232  -0.62104984E+01  -0.63401586E-03   0.44638317E-03
  4233  -0.62104987E+01  -0.63386619E-03   0.44627772E-03
  4234  -0.62104991E+01  -0.63371659E-03   0.44617232E-03
  4235  -0.62104994E+01  -0.63356705E-03   0.44606697E-03
  4236  -0.62104998E+01  -0.63341759E-03   0.44596167E-03
  4237  -0.62105001E+01  -0.63326820E-03   0.44585642E-03
  4238  -0.62105004E+01  -0.63311888E-03   0.44575122E-03
  4239  -0.62105008E+01  -0.63296963E-03   0.44564607E-03
  4240  -0.62105011E+01  -0.63282045E-03   0.44554097E-03
  4241  -0.62105015E+01  -0.63267134E-03   0.44543592E-03
  4242  -0.62105018E+01  -0.63252231E-03   0.44533091E-03
  4243  -0.62105022E+01  -0.63237334E-03   0.44522596E-03
  4244  -0.62105025E+01  -0.63222444E-03   0.44512106E-03
  4245  -0.62105029E+01  -0.63207561E-03   0.44501621E-03
  4246  -0.62105032E+01  -0.63192685E-03   0.44491140E-03
  4247  -0.62105036E+01  -0.63177816E-03   0.44480665E-03
  4248  -0.62105039E+01  -0.63162955E-03   0.44470194E-03
  4249  -0.62105042E+01  -0.63148100E-03   0.44459728E-03
  4250  -0.62105046E+01  -0.63133252E-03   0.44449268E-03
  4251  -0.62105049E+01  -0.63118411E-03   0.44438812E-03
  4252  -0.62105053E+01  -0.63103577E-03   0.44428361E-03
  4253  -0.62105056E+01  -0.63088750E-03   0.44417915E-03
  4254  -0.62105060E+01  -0.63073930E-03   0.44407474E-03
  4255  -0.62105063E+01  -0.63059117E-03   0.44397038E-03
  4256  -0.62105067E+01  -0.63044311E-03   0.44386607E-03
  4257  -0.62105070E+01  -0.63029512E-03   0.44376180E-03
  4258  -0.62105073E+01  -0.63014720E-03   0.44365759E-03
  4259  -0.62105077E+01  -0.62999935E-03   0.44355342E-03
  4260  -0.62105080E+01  -0.62985157E-03   0.44344931E-03
  4261  -0.62105084E+01  -0.62970385E-03   0.44334524E-03
  4262  -0.62105087E+01  -0.62955621E-03   0.44324122E-03
  4263  -0.62105091E+01  -0.62940863E-03   0.44313725E-03
  4264  -0.62105094E+01  -0.62926113E-03   0.44303333E-03
  4265  -0.62105097E+01  -0.62911369E-03   0.44292946E-03
  4266  -0.62105101E+01  -0.62896632E-03   0.44282563E-03
  4267  -0.62105104E+01  -0.62881903E-03   0.44272186E-03
  4268  -0.62105108E+01  -0.62867180E-03   0.44261813E-03
  4269  -0.62105111E+01  -0.62852464E-03   0.44251445E-03
  4270  -0.62105114E+01  -0.62837754E-03   0.44241082E-03
  4271  -0.62105118E+01  -0.62823052E-03   0.44230724E-03
  4272  -0.62105121E+01  -0.62808357E-03   0.44220371E-03
  4273  -0.62105125E+01  -0.62793668E-03   0.44210023E-03
  4274  -0.62105128E+01  -0.62778986E-03   0.44199679E-03
  4275  -0.62105131E+01  -0.62764312E-03   0.44189340E-03
  4276  -0.62105135E+01  -0.62749644E-03   0.44179006E-03
  4277  -0.62105138E+01  -0.62734983E-03   0.44168677E-03
  4278  -0.62105142E+01  -0.62720328E-03   0.44158353E-03
  4279  -0.62105145E+01  -0.62705681E-03   0.44148034E-03
  4280  -0.62105148E+01  -0.62691040E-03   0.44137719E-03
  4281  -0.62105152E+01  -0.62676407E-03   0.44127409E-03
  4282  -0.62105155E+01  -0.62661780E-03   0.44117104E-03
  4283  -0.62105159E+01  -0.62647160E-03   0.44106804E-03
  4284  -0.62105162E+01  -0.62632547E-03   0.44096509E-03
  4285  -0.62105165E+01  -0.62617940E-03   0.44086219E-03
  4286  -0.62105169E+01  -0.62603340E-03   0.44075933E-03
  4287  -0.62105172E+01  -0.62588748E-03   0.44065652E-03
  4288  -0.62105175E+01  -0.62574162E-03   0.44055376E-03
  4289  -0.62105179E+01  -0.62559582E-03   0.44045104E-03
  4290  -0.62105182E+01  -0.62545010E-03   0.44034838E-03
  4291  -0.62105186E+01  -0.62530444E-03   0.44024576E-03
  4292  -0.62105189E+01  -0.62515886E-03   0.44014319E-03
  4293  -0.62105192E+01  -0.62501333E-03   0.44004067E-03
  4294  -0.62105196E+01  -0.62486788E-03   0.43993820E-03
  4295  -0.62105199E+01  -0.62472250E-03   0.43983577E-03
  4296  -0.62105202E+01  -0.62457718E-03   0.43973339E-03
  4297  -0.62105206E+01  -0.62443193E-03   0.43963106E-03
  4298  -0.62105209E+01  -0.62428675E-03   0.43952878E-03
  4299  -0.62105213E+01  -0.62414163E-03   0.43942654E-03
  4300  -0.62105216E+01  -0.62399658E-03   0.43932435E-03
  4301  -0.62105219E+01  -0.62385160E-03   0.43922221E-03
  4302  -0.62105223E+01  -0.62370669E-03   0.43912012E-03
  4303  -0.62105226E+01  -0.62356184E-03   0.43901807E-03
  4304  -0.62105229E+01  -0.62341707E-03   0.43891607E-03
  4305  -0.62105233E+01  -0.62327235E-03   0.43881412E-03
  4306  -0.62105236E+01  -0.62312771E-03   0.43871222E-03
  4307  -0.62105239E+01  -0.62298313E-03   0.43861036E-03
  4308  -0.62105243E+01  -0.62283862E-03   0.43850855E-03
  4309  -0.62105246E+01  -0.62269418E-03   0.43840679E-03
  4310  -0.62105249E+01  -0.62254981E-03   0.43830507E-03
  4311  -0.62105253E+01  -0.62240550E-03   0.43820341E-03
  4312  -0.62105256E+01  -0.62226125E-03   0.43810179E-03
  4313  -0.62105259E+01  -0.62211708E-03   0.43800021E-03
  4314  -0.62105263E+01  -0.62197297E-03   0.43789869E-03
  4315  -0.62105266E+01  -0.62182893E-03   0.43779721E-03
  4316  -0.62105269E+01  -0.62168495E-03   0.43769577E-03
  4317  -0.62105273E+01  -0.62154105E-03   0.43759439E-03
  4318  -0.62105276E+01  -0.62139721E-03   0.43749305E-03
  4319  -0.62105279E+01  -0.62125343E-03   0.43739176E-03
  4320  -0.62105283E+01  -0.62110972E-03   0.43729052E-03
  4321  -0.62105286E+01  -0.62096608E-03   0.43718932E-03
  4322  -0.62105289E+01  -0.62082250E-03   0.43708817E-03
  4323  -0.62105293E+01  -0.62067899E-03   0.43698706E-03
  4324  -0.62105296E+01  -0.62053555E-03   0.43688601E-03
  4325  -0.62105299E+01  -0.62039218E-03   0.43678500E-03
  4326  -0.62105303E+01  -0.62024886E-03   0.43668403E-03
  4327  -0.62105306E+01  -0.62010562E-03   0.43658311E-03
  4328  -0.62105309E+01  -0.61996244E-03   0.43648224E-03
  4329  -0.62105313E+01  -0.61981933E-03   0.43638142E-03
  4330  -0.62105316E+01  -0.61967628E-03   0.43628064E-03
  4331  -0.62105319E+01  -0.61953330E-03   0.43617991E-03
  4332  -0.62105322E+01  -0.61939039E-03   0.43607923E-03
  4333  -0.62105326E+01  -0.61924754E-03   0.43597859E-03
  4334  -0.62105329E+01  -0.61910476E-03   0.43587800E-03
  4335  -0.62105332E+01  -0.61896204E-03   0.43577745E-03
  4336  -0.62105336E+01  -0.61881939E-03   0.43567696E-03
  4337  -0.62105339E+01  -0.61867681E-03   0.43557650E-03
  4338  -0.62105342E+01  -0.61853429E-03   0.43547610E-03
  4339  -0.62105346E+01  -0.61839184E-03   0.43537574E-03
  4340  -0.62105349E+01  -0.61824945E-03   0.43527542E-03
  4341  -0.62105352E+01  -0.61810713E-03   0.43517516E-03
  4342  -0.62105355E+01  -0.61796487E-03   0.43507494E-03
  4343  -0.62105359E+01  -0.61782268E-03   0.43497476E-03
  4344  -0.62105362E+01  -0.61768055E-03   0.43487463E-03
  4345  -0.62105365E+01  -0.61753849E-03   0.43477455E-03
  4346  -0.62105369E+01  -0.61739650E-03   0.43467451E-03
  4347  -0.62105372E+01  -0.61725457E-03   0.43457452E-03
  4348  -0.62105375E+01  -0.61711270E-03   0.43447458E-03
  4349  -0.62105378E+01  -0.61697090E-03   0.43437468E-03
  4350  -0.62105382E+01  -0.61682917E-03   0.43427483E-03
  4351  -0.62105385E+01  -0.61668750E-03   0.43417502E-03
  4352  -0.62105388E+01  -0.61654589E-03   0.43407526E-03
  4353  -0.62105392E+01  -0.61640436E-03   0.43397554E-03
  4354  -0.62105395E+01  -0.61626288E-03   0.43387587E-03
  4355  -0.62105398E+01  -0.61612147E-03   0.43377625E-03
  4356  -0.62105401E+01  -0.61598013E-03   0.43367667E-03
  4357  -0.62105405E+01  -0.61583885E-03   0.43357714E-03
  4358  -0.62105408E+01  -0.61569763E-03   0.43347765E-03
  4359  -0.62105411E+01  -0.61555648E-03   0.43337821E-03
  4360  -0.62105414E+01  -0.61541540E-03   0.43327882E-03
  4361  -0.62105418E+01  -0.61527438E-03   0.43317947E-03
  4362  -0.62105421E+01  -0.61513342E-03   0.43308016E-03
  4363  -0.62105424E+01  -0.61499253E-03   0.43298091E-03
  4364  -0.62105427E+01  -0.61485170E-03   0.43288169E-03
  4365  -0.62105431E+01  -0.61471094E-03   0.43278253E-03
  4366  -0.62105434E+01  -0.61457024E-03   0.43268340E-03
  4367  -0.62105437E+01  -0.61442961E-03   0.43258433E-03
  4368  -0.62105440E+01  -0.61428904E-03   0.43248530E-03
  4369  -0.62105444E+01  -0.61414853E-03   0.43238631E-03
  4370  -0.62105447E+01  -0.61400809E-03   0.43228737E-03
  4371  -0.62105450E+01  -0.61386772E-03   0.43218847E-03
  4372  -0.62105453E+01  -0.61372740E-03   0.43208962E-03
  4373  -0.62105457E+01  -0.61358716E-03   0.43199082E-03
  4374  -0.62105460E+01  -0.61344697E-03   0.43189206E-03
  4375  -0.62105463E+01  -0.61330685E-03   0.43179334E-03
  4376  -0.62105466E+01  -0.61316680E-03   0.43169467E-03
  4377  -0.62105470E+01  -0.61302680E-03   0.43159605E-03
  4378  -0.62105473E+01  -0.61288688E-03   0.43149747E-03
  4379  -0.62105476E+01  -0.61274701E-03   0.43139893E-03
  4380  -0.62105479E+01  -0.61260721E-03   0.43130044E-03
  4381  -0.62105482E+01  -0.61246747E-03   0.43120200E-03
  4382  -0.62105486E+01  -0.61232780E-03   0.43110360E-03
  4383  -0.62105489E+01  -0.61218819E-03   0.43100525E-03
  4384  -0.62105492E+01  -0.61204865E-03   0.43090694E-03
  4385  -0.62105495E+01  -0.61190916E-03   0.43080867E-03
  4386  -0.62105499E+01  -0.61176974E-03   0.43071045E-03
  4387  -0.62105502E+01  -0.61163039E-03   0.43061228E-03
  4388  -0.62105505E+01  -0.61149110E-03   0.43051414E-03
  4389  -0.62105508E+01  -0.61135187E-03   0.43041606E-03
  4390  -0.62105511E+01  -0.61121270E-03   0.43031802E-03
  4391  -0.62105515E+01  -0.61107360E-03   0.43022002E-03
  4392  -0.62105518E+01  -0.61093457E-03   0.43012207E-03
  4393  -0.62105521E+01  -0.61079559E-03   0.43002416E-03
  4394  -0.62105524E+01  -0.61065668E-03   0.42992630E-03
  4395  -0.62105528E+01  -0.61051783E-03   0.42982848E-03
  4396  -0.62105531E+01  -0.61037905E-03   0.42973071E-03
  4397  -0.62105534E+01  -0.61024032E-03   0.42963298E-03
  4398  -0.62105537E+01  -0.61010166E-03   0.42953529E-03
  4399  -0.62105540E+01  -0.60996307E-03   0.42943765E-03
  4400  -0.62105544E+01  -0.60982453E-03   0.42934006E-03
  4401  -0.62105547E+01  -0.60968606E-03   0.42924250E-03
